090600400403000005065008020040053810820040003009017006600390700000001302087062000,298675431473129685165438927746253819821946573539817246612394758954781362387562194
043201085005040003260003009438902001000086070900500020517409000080060100000030050,743291685895647213261853749438972561152386974976514328517429836384765192629138457
400008300039000502508090076204003890091070000007600043000160734000000060002407008,476258319139746582528391476264513897391874625857629143985162734743985261612437958
009007050050340020060020108300080600094673000002900710008002090010005872003190004,239817456851346927467529138375281649194673285682954713548762391916435872723198564
400052006076000000230810090040080970791520000060300041000190780800030600007000012,489752136176943528235816497342681975791524863568379241623195784814237659957468312
702000590400900683080351000309004076850000100601709002004800030060020000000130007,732648591415972683986351724329514876857263149641789352174896235563427918298135467
420009873810002006050400000007940610001030005040250900900060000000803794080700200,426519873819372546753486129537948612291637485648251937972164358165823794384795261
000021750000400003028039000040000067850090102061708005019005004006013000002670900,634821759195467283728539416943152867857396142261748395319285674476913528582674931
040600503000010000200700049080950000005000790701408600500002800017096420004375001,148629573973514286256783149682957314435261798791438652569142837317896425824375961
003046021100950806000200030080000304001007250590008000070060109430000760800029500,753846921124953876968271435687512394341697258592438617275364189439185762816729543
010009800680002300079046050207080000040000017095300602030120004006400000000058790,512739846684512379379846251267981435843265917195374682938127564756493128421658793
000000792128000000000640103001700400500300006037480509400269000075800020090017060,346158792128973645759642183961725438584391276237486519413269857675834921892517364
000700120200004008756000090063001005040002000905030810000040700001805960038090450,384759126219364578756218394863971245147582639925436817592643781471825963638197452
400017923790040000000800005020000384000502010639001000500200406006003108003060070,458617923792345861361829745125976384874532619639481257517298436246753198983164572
800020300000740006003060091104038050900400080000072100702600034015300900600050708,846129375591743826273865491124938657957416283368572149782691534415387962639254718
540000972800100040096002500210506300089000010003007208060305100100700430704600050,541863972872159643396472581217586394689234715453917268968345127125798436734621859
065840070207000003030520800008100035000006702003905601000700008000309120400060090,165843279287691453934527816648172935519436782723985641392714568876359124451268397
050608000006450007000090100070300500421007930090010074700900026280030000300020840,152678493936451287847293165678349512421567938593812674715984326284136759369725841
068003000450000930300540007040820071003009600007600050080002060900701402200308100,768913524451287936392546817649825371523179648817634259185492763936751482274368195
021900508057000000940080702000657030000108069003004000012500007000060904089720100,321976548857412693946385712298657431574138269163294875612549387735861924489723156
500240007070300040800007900000030000900086321041005700620090408030050210410000050,593248167172369845864517932286731594957486321341925786625193478738654219419872653
000960230210708600000050001000204060059103008080000170007600084900035002034800500,845961237213748659796352841371284965659173428482596173527619384968435712134827596
800007930790650020000403060500901680009070100030002000050036004004100708902500010,846217935793658421215493867527941683689375142431862579158736294364129758972584316
905400820060030500104005096000063007083090040216700000500009231007082000000004900,975416823862937514134825796459263187783591642216748359548679231397182465621354978
503009067070003000100002045008501672020806000004300091060000950415008000300760000,543189267276453189189672345938541672721896534654327891867214953415938726392765418
582000040090300000306209100200100070465007910079036080000048500004500038007000062,582671349791354826346289157238195674465827913179436285623748591914562738857913462
020401708070090450006003209030020080405900100001008006310070000004030620809500040,923451768178296453546783219637125984485967132291348576312674895754839621869512347
090000008401030060000810032800006750200300600010509003074250080003070410050000206,392765148481932567567814932839126754245387691716549823674251389923678415158493276
200000090800500304000472000030010205604030700027006080003009500000840001091005076,245683197876591324319472658938714265654238719127956483783169542562847931491325876
040001003170608540905030070000300095060004000708010006000700269200040000836905700,642571983173698542985432671421367895369854127758219436514783269297146358836925714
001000090906048302074009580028600400000000060600200013307021009400830005000974100,831752694956148372274369581128693457793415268645287913367521849419836725582974136
000400010700030042301608700029360100003090064080007500006142900000900300012000080,265479813798531642341628795529364178173895264684217539836142957457986321912753486
930080050401050070070006031600000028700900405002560000090007002300024080208100300,936781254421359876875246931659473128783912465142568793594837612317624589268195347
705010064300008050842000301009000620020904003501067000080023000007145908000600700,795312864316498257842576391479831625628954173531267489984723516267145938153689742
600410020205070080004000903906000000800064307010503002040195070709200051020600800,683419725295376184174852963936721548852964317417583692348195276769238451521647839
301009400087020005900080160000206087100050300065003000040800009708100020000670053,321569478687421935954387162493216587172958346865743291546832719738195624219674853
200760005030800020000041093410000008509030400082007061008570600603902500070080004,291763845734895126856241793417629358569138472382457961128574639643912587975386214
080002005903000600704068002100070500000026470000090018008040309046500700209613000,681732945923451687754968132132874596895126473467395218518247369346589721279613854
004000002100000308800265490001000007092431080050700020530089006049020003000006570,964813752125974368873265491481652937792431685356798124537189246649527813218346579
007004350012700000000581600200307900006090407009000068030000500980403100601800040,867924351512736894493581672248367915156298437379145268734612589985473126621859743
700000500034608010280509007307020090006104070008097250010900034000480009000012060,769241583534678912281539647357826491926154378148397256812965734675483129493712865
470013080050000009012600740000030600205008300008150072000000004306500820700869105,479213586653784219812695743147932658265478391938156472581327964396541827724869135
010702000000080005709034601300240000801050706200007093063000050400091800002070049,518762934634189275729534681397246518841953726256817493963428157475391862182675349
002000050106084090079300602830062040200000801000590207000000519560003008040710000,382679154156284793479351682837162945295437861614598237723846519561923478948715326
200005306070800001605090020000040530069250000030001072407028900001006048000039700,248715396973862451615394827182647539769253184534981672457128963391576248826439715
015000002000308000706109045480000103360805090502000700900001400623940080000002370,815764932249358617736129845487296153361875294592413768978531426623947581154682379
803000021000039008002001700704002503080056900050340006910007000600080204005013000,893574621176239458542861739764192583381756942259348176918427365637985214425613897
984050006061240030000090700430020960005000012000900008509380001010004800300610057,984753126761248539253196784437821965895467312126935478579382641612574893348619257
009800200340009075802003640000670020104500000050020430000007394700002050061090000,579846213346219875812753649938674521124538967657921438285167394793482156461395782
000050129800360070450097300006000940030800007001230608000900865000571002003004000,367458129819362574452197386286715943935846217741239658174923865698571432523684791
000003040010700980836204050085000000200906300690807500000010000957400012004600800,579183246412765983836294157785321469241956378693847521368512794957438612124679835
180090362060007009340000500700015000600000103503240097000059020902080604000001000,187594362265137489349862571798315246624978153513246897431659728952783614876421935
010003980040600002800005060080031000500400039200090500007010008032708004090006150,716243985345689712829175463984531276571462839263897541657914328132758694498326157
060850040000060853300004902089700200010480000005002306000690001400007030026001005,962853147174269853358174962689735214213486579745912386537698421491527638826341795
000350000059002803061800750008006204702509030000047900070000640605018000010700020,287351469459672813361894752598136274742589136136247985873925641625418397914763528
594103020000000170730860000059300800648009000000004001310406007007000005002050390,594173628826945173731862549159327864648519732273684951315496287967238415482751396
800000300009007002050104006001000200600940850085600047700825001310090400060003070,876259314149367582253184796431578269627941853985632147794825631318796425562413978
710002004804190000050700060500000038000209000260084570003001690090060027078000001,716532984834196752952748163549617238387259416261384579423871695195463827678925341
056470090003010800070305620000900040090082007801700300002000051009003006080040700,256478193943216875178395624567931248394682517821754369432867951719523486685149732
709040000030500000002001780900000361604907000800012000000803690405096203000720018,769248135138579426542361789927485361614937852853612947271853694485196273396724518
048267005705000000030000098300006040100074602500190800602903001000020004090058070,948267315715839426236415798327586149189374652564192837672943581853721964491658273
